Title,Date,Excerpt,Rakuten_Title,Rakuten_Description,Rakuten_Count,UnitedAirlines_Title,UnitedAirlines_Description,UnitedAirlines_Count,Chase_Title,Chase_Description,Chase_Count,KaiserPermanente_Title,KaiserPermanente_Description,KaiserPermanente_Count,Adobe_Title,Adobe_Description,Adobe_Count,Powered_By,Presented_By,Sponsors_List,Major_Sponsor,Other_Sponsor
"Warriors, Twinning Project, and The California Department of Corrections and Rehabilitation Launch Program at California State Prison Solano",2024-10-16 17:00:00,"The Golden State Warriors, in collaboration with the Twinning Project and the California Department of Corrections and Rehabilitation (CDCR), have launched a six-week basketball program aimed at decreasing recidivism rates and enhancing the readiness of incarcerated individuals for life post-release at California State Prison Solano.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Stay Undefeated in Preseason After Home Victory Against Pistons,2024-10-14 02:43:00,The Golden State Warriors moved to a perfect 4-0 on the preseason after a 111-93 win over the Detroit Pistons on Sunday night at Chase Center.,False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Tickets On Sale Now for NBA All-Star 2025 Fan Events,2024-10-11 17:20:00,"The National Basketball Association (NBA) today announced that tickets are on sale now for a series of fan events taking place during NBA All-Star 2025, Friday, Feb. 14 to Sunday, Feb.16 in the San Francisco Bay Area.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce Scouting Promotions and Additions,2024-10-04 18:01:25,"The Golden State Warriors have hired Jerry Stackhouse and Terry Stotts as
assistant coaches. Additionally, Khalid Robinson, Jacob Rubin and Anthony Vereen have been promoted to assistant coaches.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2024-25 Television & Radio Broadcast Schedules,2024-10-02 21:02:17,"NBC Sports Bay Area, the exclusive television home for Warriors games in Northern California, will broadcast a total of 70 regular season contests during the 2024-25 campaign.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors to Host Open Practice on Wednesday, October 16",2024-10-02 15:03:30,"The Golden State Warriors have announced that the team will host Open Practice at Chase Center on Wednesday, October 16, at 5:30 p.m., giving fans a rare, behind-the-scenes look at a Warriors team practice.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2024-25 Promotional Schedule,2024-10-01 21:18:22,"The Golden State Warriors have announced the team’s promotional schedule for the 2024-25 NBA season, which features a variety of theme nights and giveaways. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Announce Roster And Schedule For 2024 Training Camp, Presented By Gatorade",2024-09-29 18:18:29,"The Golden State Warriors have announced their training camp roster and schedule ahead of the team’s 2024 Training Camp, presented by Gatorade.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,True,"['Gatorade', 'Gatorade']",[],"['Gatorade', 'Gatorade']"
Warriors To Honor Alvin Attles With ‘16’ Band On Jersey Throughout The 2024-25 Season,2024-09-27 22:00:00,The Golden State Warriors will honor franchise legend Alvin Attles with a ‘16’ band on their uniforms throughout the 2024-25 season.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Add Jerry Stackhouse and Terry Stotts as Assistant Coaches,2024-09-27 17:46:07,"The Golden State Warriors have hired Jerry Stackhouse and Terry Stotts as
assistant coaches. Additionally, Khalid Robinson, Jacob Rubin and Anthony Vereen have been promoted to assistant coaches.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Center Quinten Post to Two-Way Contract,2024-09-26 22:31:42,"The Golden State Warriors have signed forward/center Quinten Post to a two-way contract, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Waive Guard Daeqwon Plowden,2024-09-25 01:21:00,"The Golden State Warriors have waived guard Daeqwon Plowden, it was announced.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Unveil 2024-25 NBA Classic Edition Uniform,2024-09-24 17:04:09,"The Golden State Warriors have unveiled a new Classic Edition uniform ahead of the 2024-25 season. The new uniform pays tribute to the Warriors’ Philadelphia roots, where the team spent 16 years and won two NBA Championships.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors’ Josh Proctor Named Bay Area CFO of the Year,2024-09-20 03:53:00,Golden State Warriors Chief Financial Officer Josh Proctor has been named Bay Area CFO of the Year in the non-public company category by the San Francisco Business Times.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2024 Preseason Promotional Schedule,2024-09-17 17:00:00,"The Golden State Warriors announced today the team’s promotional schedule for the 2024 NBA preseason, with bobblehead giveaways that feature Stephen Curry, Brandin Podziemski, and Trayce Jackson–Davis.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Single Game Tickets for the 2024-25 NBA Season Available Today During Exclusive Presale Events,2024-09-04 15:00:00,"The Golden State Warriors announced today that single game tickets for all home games during the 2024-25 season will be available starting today, September 4, through a series of exclusive presale events.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Guard Stephen Curry to Contract Extension,2024-08-29 23:30:36,The Golden State Warriors have signed four-time NBA champion and two-time NBA Most Valuable Player Stephen Curry to a contract extension.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Announce 2024 Hawaii Training Camp, Fueled By Gatorade, Along With Complete 2024 Preseason Schedule",2024-08-28 22:33:06,"The Golden State Warriors will return to Hawaii for training camp, presented by Gatorade, for the first time since 2007, tipping off a six-game preseason slate on Saturday, Oct. 5, against the Los Angeles Clippers at SimpliFi Arena.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,True,['Gatorade'],[],['Gatorade']
Warriors Legend Alvin Attles Passes Away At 87,2024-08-21 16:30:42,Golden State Warriors legend Alvin Attles passed away yesterday at the age of 87. He was surrounded by family at his East Bay home.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Insights on Warriors 2024-25 Schedule,2024-08-15 19:45:34,"The Warriors will begin the 2024-25 regular season in Portland and Utah before their first home game at Chase Center against the Los Angeles Clippers on Oct. 27. The Dubs will also conclude the regular season against the Clippers on April 13, with four of their final six games at Chase Center.",False,False,0,False,False,0,False,True,2,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2024-25 Regular Season Schedule,2024-08-15 19:25:48,"The National Basketball Association announced today that the Golden State Warriors’ 2024-25 season, presented by Kaiser Permanente, will feature 24 national TV appearances on ABC, ESPN and TNT.",False,False,0,False,False,0,False,False,0,False,True,1,False,False,0,False,True,['Kaiser Permanente'],['Kaiser Permanente'],[]
Warriors Announce 2024 Emirates NBA Cup Schedule,2024-08-13 19:13:48,"The NBA has announced the Warriors Emirates NBA Cup schedule, which tips off with the return of four-time NBA champion Klay Thompson and the Dallas Mavericks at Chase Center on Tuesday, Nov. 12 (7 p.m. PST on TNT).",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Finish 7-1 in Summer League, Including 3-0 in California Classic",2024-07-23 00:25:12,"The 2024 Summer League Warriors had a very successful summer, finishing with a 7-1 record, including a perfect 3-0 in the California Classic.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Guard Daeqwon Plowden to Two-Way Contract,2024-07-17 00:13:06,"The Golden State Warriors have signed guard Daeqwon (day-KWON) Plowden to a two-way contract, the team announced today. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2024 Home Preseason Schedule,2024-07-11 15:00:00,"The Golden State Warriors will host three preseason games at Chase Center to tip-off the 2024-25 season, it was announced today.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Free Agent Guard De’Anthony Melton,2024-07-08 20:22:17,"The Golden State Warriors have signed free agent guard De’Anthony Melton to a contract, it was announced today. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Acquire Kyle Anderson & Buddy Hield in Six-Team Trade,2024-07-07 02:01:39,"The Golden State Warriors have acquired forward Kyle Anderson from the Minnesota Timberwolves and guard Buddy Hield from the Philadelphia 76ers in sign-and-trade deals as part of a six-team trade that sends four-time NBA champion Klay Thompson to the Dallas Mavericks via a sign-and-trade, it was announced today. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Acquire Draft Rights to Quinten Post From Trail Blazers,2024-07-06 17:19:08,"The Golden State Warriors have acquired the draft rights to Quinten Post from the Portland Trail Blazers in exchange for cash considerations, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Guard Reece Beekman to Two-Way Contract,2024-07-04 01:46:32,"The Golden State Warriors have signed guard Reece Beekman to a two-way contract, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors & Kings Unveil the Mitch Richmond California Classic Trophy,2024-07-03 21:00:00,"The Golden State Warriors and Sacramento Kings have announced that the winner of the California Classic Summer League matchup between the two teams—the inaugural Battle of NorCal slated for Wednesday, July 10 (7 p.m. PDT at Chase Center)—will receive The Mitch Richmond Trophy, named in honor of the NBA Hall of Famer who made a significant impact on both franchises.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Statement on Klay Thompson,2024-07-02 01:11:30,We can’t overstate Klay Thompson’s incredible and legendary contributions with the Warriors during his 13 years with the team. ,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Waive Guard Chris Paul,2024-06-30 22:20:00,"The Golden State Warriors have waived guard Chris Paul, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2024 Summer League Roster,2024-06-30 20:15:00,"The Golden State Warriors have announced the team’s 2024 Summer League roster, presented by DoorPass by DoorDash.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,True,['DoorPass by DoorDash'],[],['DoorPass by DoorDash']
Brandin Podziemski and Trayce Jackson-Davis Named to 2024 USA Men’s Select Team,2024-06-28 17:10:09,"Golden State Warriors guard Brandin Podziemski and center/forward Trayce Jackson-Davis are among the 15 players named to the 2024 USA Men’s Select Team that will practice with the USA Basketball Men’s National Team during its training camp in Las Vegas, Nevada, from July 6-8, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Announce Broadcast Schedule for 2024 Summer League, Presented by DashPass by DoorDash",2024-06-28 16:25:35,The Golden State Warriors have announced the team’s NBA2K25 Summer League 2024 schedule in Las Vegas (July 12-22). Warriors player development coach Anthony Vereen will serve as head coach of both Summer League entries in San Francisco and Las Vegas.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,True,['DashPass by DoorDash'],[],['DashPass by DoorDash']
